match_id,Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,home_form,home_avg_gf,home_avg_ga,home_h2h,home_h2h_prev_meetings,away_form,away_avg_gf,away_avg_ga,away_h2h,away_h2h_prev_meetings,month,day_of_week,result_label,home_team_enc,away_team_enc
30,2000/01,2000-09-05,Man United,Bradford,6,0,H,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.4,0,9,1,0,27,7
31,2000/01,2000-09-05,Sunderland,West Ham,1,1,D,1.0,1.0,1.6666666666666667,1.3333333333333333,0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.4,0,9,1,1,38,43
32,2000/01,2000-09-05,Tottenham,Everton,3,2,H,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.4,0,9,1,0,40,17
33,2000/01,2000-09-06,Leicester,Ipswich,2,1,H,1.6666666666666667,0.3333333333333333,0.0,1.3333333333333333,0,1.3333333333333333,1.0,1.3333333333333333,1.4,0,9,2,0,23,21
34,2000/01,2000-09-06,Liverpool,Aston Villa,3,1,H,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0,1.0,0.5,0.5,1.4,0,9,2,0,24,1
35,2000/01,2000-09-06,Derby,Middlesbrough,3,3,D,0.6666666666666666,2.0,2.3333333333333335,1.3333333333333333,0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.4,0,9,2,1,16,28
36,2000/01,2000-09-06,Coventry,Newcastle,0,2,A,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0,2.0,1.6666666666666667,1.3333333333333333,1.4,0,9,2,2,14,29
37,2000/01,2000-09-06,Chelsea,Arsenal,2,2,D,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0,2.0,2.3333333333333335,1.3333333333333333,1.4,0,9,2,1,13,0
38,2000/01,2000-09-06,Charlton,Southampton,1,1,D,1.0,2.3333333333333335,2.6666666666666665,1.3333333333333333,0,0.6666666666666666,2.0,2.3333333333333335,1.4,0,9,2,1,12,36
39,2000/01,2000-09-09,Bradford,Arsenal,1,1,D,1.0,0.5,1.75,1.3333333333333333,0,1.75,2.25,1.5,1.4,0,9,5,1,7,0
40,2000/01,2000-09-09,Coventry,Leeds,0,0,D,1.5,1.25,1.75,1.3333333333333333,0,2.0,1.6666666666666667,1.0,1.4,0,9,5,1,14,22
41,2000/01,2000-09-09,Ipswich,Aston Villa,1,2,A,1.0,1.0,1.5,1.3333333333333333,0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.4,0,9,5,2,21,1
42,2000/01,2000-09-09,Leicester,Southampton,1,0,H,2.0,0.75,0.25,1.3333333333333333,0,0.75,1.75,2.0,1.4,0,9,5,0,23,36
43,2000/01,2000-09-09,Liverpool,Man City,3,2,H,1.75,1.75,1.5,1.3333333333333333,0,1.5,1.75,2.25,1.4,0,9,5,0,24,26
44,2000/01,2000-09-09,Man United,Sunderland,3,0,H,2.0,2.75,0.75,1.3333333333333333,0,1.0,1.0,1.5,1.4,0,9,5,0,27,38
45,2000/01,2000-09-09,Middlesbrough,Everton,1,2,A,1.25,2.0,1.75,1.3333333333333333,0,1.0,1.75,1.75,1.4,0,9,5,2,28,17
46,2000/01,2000-09-09,Newcastle,Chelsea,0,0,D,2.25,1.75,1.0,1.3333333333333333,0,1.25,1.75,1.75,1.4,0,9,5,1,29,13
47,2000/01,2000-09-10,Derby,Charlton,2,2,D,0.75,2.25,2.5,1.3333333333333333,0,1.0,2.0,2.25,1.4,0,9,6,1,16,12
48,2000/01,2000-09-11,Tottenham,West Ham,1,0,H,1.75,1.75,1.5,1.3333333333333333,0,0.5,1.25,2.0,1.4,0,9,0,0,40,43
49,2000/01,2000-09-16,Sunderland,Derby,2,1,H,0.8,0.8,1.8,1.3333333333333333,0,0.8,2.2,2.4,1.4,0,9,5,0,38,16
50,2000/01,2000-09-16,Leeds,Ipswich,1,2,A,1.75,1.25,0.75,1.3333333333333333,0,0.8,1.0,1.6,1.4,0,9,5,2,22,21
51,2000/01,2000-09-16,Everton,Man United,1,3,A,1.4,1.8,1.6,1.3333333333333333,0,2.2,2.8,0.6,1.4,0,9,5,2,17,27
52,2000/01,2000-09-16,Southampton,Newcastle,2,0,H,0.6,1.4,1.8,1.3333333333333333,0,2.0,1.4,0.8,1.4,0,9,5,0,36,29
53,2000/01,2000-09-16,Aston Villa,Bradford,2,0,H,1.25,1.0,1.25,1.3333333333333333,0,1.0,0.6,1.6,1.4,0,9,5,0,1,7
54,2000/01,2000-09-16,Arsenal,Coventry,2,1,H,1.6,2.0,1.4,1.3333333333333333,0,1.4,1.0,1.4,1.4,0,9,5,0,0,14
55,2000/01,2000-09-16,Charlton,Tottenham,1,0,H,1.0,2.0,2.2,1.3333333333333333,0,2.0,1.6,1.2,1.4,0,9,5,0,12,40
56,2000/01,2000-09-17,Chelsea,Leicester,0,2,A,1.2,1.4,1.4,1.3333333333333333,0,2.2,0.8,0.2,1.4,0,9,6,2,13,23
57,2000/01,2000-09-17,Man City,Middlesbrough,1,1,D,1.2,1.8,2.4,1.3333333333333333,0,1.0,1.8,1.8,1.4,0,9,6,1,26,28
58,2000/01,2000-09-17,West Ham,Liverpool,1,1,D,0.4,1.0,1.8,1.3333333333333333,0,2.0,2.0,1.6,1.4,0,9,6,1,43,24
59,2000/01,2000-09-23,Tottenham,Man City,0,0,D,1.4,1.3333333333333333,1.1666666666666667,1.3333333333333333,0,1.4,1.6666666666666667,2.1666666666666665,1.4,0,9,5,1,40,26
60,2000/01,2000-09-23,Newcastle,Charlton,0,1,A,2.0,1.1666666666666667,1.0,1.3333333333333333,0,1.0,1.8333333333333333,1.8333333333333333,1.4,0,9,5,2,29,12
61,2000/01,2000-09-23,Middlesbrough,Aston Villa,1,1,D,0.6,1.6666666666666667,1.6666666666666667,1.3333333333333333,0,1.6,1.2,1.0,1.4,0,9,5,1,28,1
62,2000/01,2000-09-23,Man United,Chelsea,3,3,D,2.2,2.8333333333333335,0.6666666666666666,1.3333333333333333,0,0.6,1.1666666666666667,1.5,1.4,0,9,5,1,27,13
63,2000/01,2000-09-23,Ipswich,Arsenal,1,1,D,1.4,1.1666666666666667,1.5,1.3333333333333333,0,2.2,2.0,1.3333333333333333,1.4,0,9,5,1,21,0
64,2000/01,2000-09-23,Derby,Leeds,1,1,D,0.6,2.0,2.3333333333333335,1.3333333333333333,0,1.4,1.2,1.0,1.4,0,9,5,1,16,22
65,2000/01,2000-09-23,Coventry,West Ham,0,3,A,1.4,1.0,1.5,1.3333333333333333,0,0.6,1.0,1.6666666666666667,1.4,0,9,5,2,14,43
66,2000/01,2000-09-23,Bradford,Southampton,0,1,A,1.0,0.5,1.6666666666666667,1.3333333333333333,0,1.0,1.5,1.5,1.4,0,9,5,2,7,36
67,2000/01,2000-09-23,Liverpool,Sunderland,1,1,D,1.6,1.8333333333333333,1.5,1.3333333333333333,0,0.8,1.0,1.6666666666666667,1.4,0,9,5,1,24,38
68,2000/01,2000-09-24,Leicester,Everton,1,1,D,2.6,1.0,0.16666666666666666,1.3333333333333333,0,1.4,1.6666666666666667,1.8333333333333333,1.4,0,9,6,1,23,17
69,2000/01,2000-09-30,Southampton,Middlesbrough,1,3,A,1.6,1.4285714285714286,1.2857142857142858,1.3333333333333333,0,0.6,1.5714285714285714,1.5714285714285714,1.4,0,9,5,2,36,28
70,2000/01,2000-09-30,West Ham,Bradford,1,1,D,1.2,1.2857142857142858,1.4285714285714286,1.3333333333333333,0,0.4,0.42857142857142855,1.5714285714285714,1.4,0,9,5,1,43,7
71,2000/01,2000-09-30,Man City,Newcastle,0,1,A,1.0,1.4285714285714286,1.8571428571428572,1.3333333333333333,0,1.4,1.0,1.0,1.4,0,9,5,2,26,29
72,2000/01,2000-09-30,Charlton,Coventry,2,2,D,1.6,1.7142857142857142,1.5714285714285714,1.3333333333333333,0,0.8,0.8571428571428571,1.7142857142857142,1.4,0,9,5,1,12,14
73,2000/01,2000-09-30,Everton,Ipswich,0,3,A,1.0,1.5714285714285714,1.7142857142857142,1.3333333333333333,0,1.4,1.1428571428571428,1.4285714285714286,1.4,0,9,5,2,17,21
74,2000/01,2000-09-30,Aston Villa,Derby,4,1,H,1.6,1.1666666666666667,1.0,1.3333333333333333,0,0.8,1.8571428571428572,2.142857142857143,1.4,0,9,5,0,1,16
75,2000/01,2000-09-30,Leeds,Tottenham,4,3,H,1.0,1.1666666666666667,1.0,1.3333333333333333,0,1.4,1.1428571428571428,1.0,1.4,0,9,5,0,22,40
76,2000/01,2000-10-01,Arsenal,Man United,1,0,H,1.8,1.8571428571428572,1.2857142857142858,1.3333333333333333,0,2.2,2.857142857142857,1.0,1.4,0,10,6,0,0,27
77,2000/01,2000-10-01,Chelsea,Liverpool,3,0,H,0.8,1.4285714285714286,1.7142857142857142,1.3333333333333333,0,1.8,1.7142857142857142,1.4285714285714286,1.4,0,10,6,0,13,24
78,2000/01,2000-10-01,Sunderland,Leicester,0,0,D,1.0,1.0,1.5714285714285714,1.3333333333333333,0,2.2,1.0,0.2857142857142857,1.4,0,10,6,1,38,23
79,2000/01,2000-10-14,Sunderland,Chelsea,1,0,H,1.2,0.875,1.375,1.3333333333333333,0,1.2,1.625,1.5,1.4,0,10,5,0,38,13
80,2000/01,2000-10-14,Man City,Bradford,2,0,H,1.0,1.25,1.75,1.3333333333333333,0,0.4,0.5,1.5,1.4,0,10,5,0,26,7
81,2000/01,2000-10-14,Leeds,Charlton,3,1,H,1.0,1.5714285714285714,1.2857142857142858,1.3333333333333333,0,1.8,1.75,1.625,1.4,0,10,5,0,22,12
82,2000/01,2000-10-14,Leicester,Man United,0,3,A,2.2,0.875,0.25,1.3333333333333333,0,2.0,2.5,1.0,1.4,0,10,5,2,23,27
83,2000/01,2000-10-14,Everton,Southampton,1,1,D,0.8,1.375,1.875,1.3333333333333333,0,1.4,1.375,1.5,1.4,0,10,5,1,17,36
84,2000/01,2000-10-14,Coventry,Tottenham,2,1,H,0.4,1.0,1.75,1.3333333333333333,0,1.4,1.375,1.375,1.4,0,10,5,0,14,40
85,2000/01,2000-10-14,Arsenal,Aston Villa,1,0,H,1.8,1.75,1.125,1.3333333333333333,0,2.0,1.5714285714285714,1.0,1.4,0,10,5,0,0,1
86,2000/01,2000-10-14,Ipswich,West Ham,1,1,D,1.4,1.375,1.25,1.3333333333333333,0,1.2,1.25,1.375,1.4,0,10,5,1,21,43
87,2000/01,2000-10-15,Derby,Liverpool,0,4,A,0.6,1.75,2.375,1.3333333333333333,0,1.6,1.5,1.625,1.4,0,10,6,2,16,24
88,2000/01,2000-10-16,Middlesbrough,Newcastle,1,3,A,1.2,1.75,1.5,1.3333333333333333,0,1.4,1.0,0.875,1.4,0,10,0,2,28,29
89,2000/01,2000-10-21,Newcastle,Everton,0,1,A,1.4,1.2222222222222223,0.8888888888888888,1.3333333333333333,0,1.0,1.3333333333333333,1.7777777777777777,1.4,0,10,5,2,29,17
90,2000/01,2000-10-21,West Ham,Arsenal,1,2,A,1.2,1.2222222222222223,1.3333333333333333,1.3333333333333333,0,2.2,1.6666666666666667,1.0,1.4,0,10,5,2,43,0
91,2000/01,2000-10-21,Tottenham,Derby,3,1,H,0.8,1.3333333333333333,1.4444444444444444,1.3333333333333333,0,0.4,1.5555555555555556,2.5555555555555554,1.4,0,10,5,0,40,16
92,2000/01,2000-10-21,Man United,Leeds,3,0,H,2.0,2.5555555555555554,0.8888888888888888,1.3333333333333333,0,1.6,1.75,1.25,1.4,0,10,5,0,27,22
93,2000/01,2000-10-21,Chelsea,Coventry,6,1,H,1.0,1.4444444444444444,1.4444444444444444,1.3333333333333333,0,1.0,1.1111111111111112,1.6666666666666667,1.4,0,10,5,0,13,14
94,2000/01,2000-10-21,Bradford,Ipswich,0,2,A,0.4,0.4444444444444444,1.5555555555555556,1.3333333333333333,0,1.6,1.3333333333333333,1.2222222222222223,1.4,0,10,5,2,7,21
95,2000/01,2000-10-21,Liverpool,Leicester,1,0,H,1.6,1.7777777777777777,1.4444444444444444,1.3333333333333333,0,1.6,0.7777777777777778,0.5555555555555556,1.4,0,10,5,0,24,23
96,2000/01,2000-10-21,Charlton,Middlesbrough,1,0,H,1.6,1.6666666666666667,1.7777777777777777,1.3333333333333333,0,1.0,1.6666666666666667,1.6666666666666667,1.4,0,10,5,0,12,28
97,2000/01,2000-10-22,Aston Villa,Sunderland,0,0,D,2.0,1.375,1.0,1.3333333333333333,0,1.6,0.8888888888888888,1.2222222222222223,1.4,0,10,6,1,1,38
98,2000/01,2000-10-23,Southampton,Man City,0,2,A,1.4,1.3333333333333333,1.4444444444444444,1.3333333333333333,0,1.0,1.3333333333333333,1.5555555555555556,1.4,0,10,0,2,36,26
99,2000/01,2000-10-28,West Ham,Newcastle,1,0,H,1.2,1.2,1.4,1.3333333333333333,0,1.2,1.1,0.9,1.4,0,10,5,0,43,29
100,2000/01,2000-10-28,Arsenal,Man City,5,0,H,2.6,1.7,1.0,1.3333333333333333,0,1.6,1.4,1.4,1.4,0,10,5,0,0,26
101,2000/01,2000-10-28,Aston Villa,Charlton,2,1,H,1.6,1.2222222222222223,0.8888888888888888,1.3333333333333333,0,2.0,1.6,1.6,1.4,0,10,5,0,1,12
102,2000/01,2000-10-28,Chelsea,Tottenham,3,0,H,1.4,1.9,1.4,1.3333333333333333,0,0.8,1.5,1.4,1.4,0,10,5,0,13,40
103,2000/01,2000-10-28,Ipswich,Middlesbrough,2,1,H,2.2,1.4,1.1,1.3333333333333333,0,1.0,1.5,1.6,1.4,0,10,5,0,21,28
104,2000/01,2000-10-28,Leicester,Derby,2,1,H,1.0,0.7,0.6,1.3333333333333333,0,0.2,1.5,2.6,1.4,0,10,5,0,23,16
105,2000/01,2000-10-28,Man United,Southampton,5,0,H,2.0,2.6,0.8,1.3333333333333333,0,1.4,1.2,1.5,1.4,0,10,5,0,27,36
106,2000/01,2000-10-28,Sunderland,Coventry,1,0,H,1.8,0.8,1.1,1.3333333333333333,0,0.8,1.1,2.1,1.4,0,10,5,0,38,14
107,2000/01,2000-10-29,Liverpool,Everton,3,1,H,1.6,1.7,1.3,1.3333333333333333,0,1.0,1.3,1.6,1.4,0,10,6,0,24,17
108,2000/01,2000-10-29,Bradford,Leeds,1,1,D,0.2,0.4,1.6,1.3333333333333333,0,1.4,1.5555555555555556,1.4444444444444444,1.4,0,10,6,1,7,22
109,2000/01,2000-11-04,Charlton,Bradford,2,0,H,1.4,1.5454545454545454,1.6363636363636365,1.3333333333333333,0,0.4,0.45454545454545453,1.5454545454545454,1.4,0,11,5,0,12,7
110,2000/01,2000-11-04,Coventry,Man United,1,2,A,0.8,1.0,2.0,1.3333333333333333,0,2.0,2.8181818181818183,0.7272727272727273,1.4,0,11,5,2,14,27
111,2000/01,2000-11-04,Leeds,Liverpool,4,3,H,1.6,1.5,1.4,1.3333333333333333,0,2.0,1.8181818181818181,1.2727272727272727,1.4,0,11,5,0,22,24
112,2000/01,2000-11-04,Man City,Leicester,0,1,A,1.4,1.2727272727272727,1.7272727272727273,1.3333333333333333,0,1.0,0.8181818181818182,0.6363636363636364,1.4,0,11,5,2,26,23
113,2000/01,2000-11-04,Middlesbrough,Arsenal,0,1,A,0.8,1.4545454545454546,1.6363636363636365,1.3333333333333333,0,2.6,2.0,0.9090909090909091,1.4,0,11,5,2,28,0
114,2000/01,2000-11-04,Newcastle,Ipswich,2,1,H,1.2,1.0,0.9090909090909091,1.3333333333333333,0,2.2,1.4545454545454546,1.0909090909090908,1.4,0,11,5,0,29,21
115,2000/01,2000-11-04,Southampton,Chelsea,3,2,H,0.8,1.0909090909090908,1.8181818181818181,1.3333333333333333,0,2.0,2.0,1.2727272727272727,1.4,0,11,5,0,36,13
116,2000/01,2000-11-04,Tottenham,Sunderland,2,1,H,0.8,1.3636363636363635,1.5454545454545454,1.3333333333333333,0,1.8,0.8181818181818182,1.0,1.4,0,11,5,0,40,38
117,2000/01,2000-11-05,Everton,Aston Villa,0,1,A,1.0,1.2727272727272727,1.7272727272727273,1.3333333333333333,0,1.6,1.3,0.9,1.4,0,11,6,2,17,1
118,2000/01,2000-11-06,Derby,West Ham,0,0,D,0.2,1.4545454545454546,2.5454545454545454,1.3333333333333333,0,1.6,1.1818181818181819,1.2727272727272727,1.4,0,11,0,1,16,43
119,2000/01,2000-11-11,West Ham,Man City,4,1,H,1.2,1.0833333333333333,1.1666666666666667,1.3333333333333333,0,1.2,1.1666666666666667,1.6666666666666667,1.4,0,11,5,0,43,26
120,2000/01,2000-11-11,Man United,Middlesbrough,2,1,H,2.4,2.75,0.75,1.3333333333333333,0,0.6,1.3333333333333333,1.5833333333333333,1.4,0,11,5,0,27,28
121,2000/01,2000-11-11,Leicester,Newcastle,1,1,D,1.4,0.8333333333333334,0.5833333333333334,1.3333333333333333,0,1.8,1.0833333333333333,0.9166666666666666,1.4,0,11,5,1,23,29
122,2000/01,2000-11-11,Sunderland,Southampton,2,2,D,1.6,0.8333333333333334,1.0833333333333333,1.3333333333333333,0,0.8,1.25,1.8333333333333333,1.4,0,11,5,1,38,36
123,2000/01,2000-11-11,Bradford,Everton,0,1,A,0.4,0.4166666666666667,1.5833333333333333,1.3333333333333333,0,0.8,1.1666666666666667,1.6666666666666667,1.4,0,11,5,2,7,17
124,2000/01,2000-11-11,Aston Villa,Tottenham,2,0,H,2.0,1.2727272727272727,0.8181818181818182,1.3333333333333333,0,1.2,1.4166666666666667,1.5,1.4,0,11,5,0,1,40
125,2000/01,2000-11-11,Arsenal,Derby,0,0,D,3.0,1.9166666666666667,0.8333333333333334,1.3333333333333333,0,0.2,1.3333333333333333,2.3333333333333335,1.4,0,11,5,1,0,16
126,2000/01,2000-11-11,Ipswich,Charlton,2,0,H,2.0,1.4166666666666667,1.1666666666666667,1.3333333333333333,0,1.4,1.5833333333333333,1.5,1.4,0,11,5,0,21,12
127,2000/01,2000-11-12,Chelsea,Leeds,1,1,D,1.8,2.0,1.4166666666666667,1.3333333333333333,0,2.0,1.7272727272727273,1.5454545454545454,1.4,0,11,6,1,13,22
128,2000/01,2000-11-12,Liverpool,Coventry,4,1,H,1.8,1.9166666666666667,1.5,1.3333333333333333,0,0.8,1.0,2.0,1.4,0,11,6,0,24,14
129,2000/01,2000-11-18,Southampton,Aston Villa,2,0,H,1.0,1.3076923076923077,1.8461538461538463,1.3333333333333333,0,2.0,1.3333333333333333,0.75,1.4,0,11,5,0,36,1
130,2000/01,2000-11-18,Newcastle,Sunderland,1,2,A,1.4,1.0769230769230769,0.9230769230769231,1.3333333333333333,0,1.6,0.9230769230769231,1.1538461538461537,1.4,0,11,5,2,29,38
131,2000/01,2000-11-18,Middlesbrough,Leicester,0,3,A,0.0,1.3076923076923077,1.6153846153846154,1.3333333333333333,0,1.4,0.8461538461538461,0.6153846153846154,1.4,0,11,5,2,28,23
132,2000/01,2000-11-18,Man City,Man United,0,1,A,1.2,1.1538461538461537,1.8461538461538463,1.3333333333333333,0,3.0,2.6923076923076925,0.7692307692307693,1.4,0,11,5,2,26,27
133,2000/01,2000-11-18,Leeds,West Ham,0,1,A,1.6,1.6666666666666667,1.5,1.3333333333333333,0,1.6,1.3076923076923077,1.1538461538461537,1.4,0,11,5,2,22,43
134,2000/01,2000-11-18,Derby,Bradford,2,0,H,0.4,1.2307692307692308,2.1538461538461537,1.3333333333333333,0,0.2,0.38461538461538464,1.5384615384615385,1.4,0,11,5,0,16,7
135,2000/01,2000-11-18,Charlton,Chelsea,2,0,H,1.2,1.4615384615384615,1.5384615384615385,1.3333333333333333,0,1.4,1.9230769230769231,1.3846153846153846,1.4,0,11,5,0,12,13
136,2000/01,2000-11-18,Everton,Arsenal,2,0,H,1.4,1.1538461538461537,1.5384615384615385,1.3333333333333333,0,2.6,1.7692307692307692,0.7692307692307693,1.4,0,11,5,0,17,0
137,2000/01,2000-11-19,Tottenham,Liverpool,2,1,H,1.2,1.3076923076923077,1.5384615384615385,1.3333333333333333,0,2.4,2.076923076923077,1.4615384615384615,1.4,0,11,6,0,40,24
138,2000/01,2000-11-20,Coventry,Ipswich,0,1,A,0.6,1.0,2.1538461538461537,1.3333333333333333,0,2.0,1.4615384615384615,1.0769230769230769,1.4,0,11,0,2,14,21
139,2000/01,2000-11-25,Southampton,West Ham,2,3,A,1.4,1.3571428571428572,1.7142857142857142,1.3333333333333333,0,2.0,1.2857142857142858,1.0714285714285714,1.4,0,11,5,2,36,43
140,2000/01,2000-11-25,Tottenham,Leicester,3,0,H,1.8,1.3571428571428572,1.5,1.3333333333333333,0,2.0,1.0,0.5714285714285714,1.4,0,11,5,0,40,23
141,2000/01,2000-11-25,Man City,Ipswich,2,3,A,0.6,1.0714285714285714,1.7857142857142858,1.3333333333333333,0,2.4,1.4285714285714286,1.0,1.4,0,11,5,2,26,21
142,2000/01,2000-11-25,Middlesbrough,Bradford,2,2,D,0.0,1.2142857142857142,1.7142857142857142,1.3333333333333333,0,0.2,0.35714285714285715,1.5714285714285714,1.4,0,11,5,1,28,7
143,2000/01,2000-11-25,Derby,Man United,0,3,A,1.0,1.2857142857142858,2.0,1.3333333333333333,0,3.0,2.5714285714285716,0.7142857142857143,1.4,0,11,5,2,16,27
144,2000/01,2000-11-25,Everton,Chelsea,2,1,H,1.8,1.2142857142857142,1.4285714285714286,1.3333333333333333,0,1.4,1.7857142857142858,1.4285714285714286,1.4,0,11,5,0,17,13
145,2000/01,2000-11-25,Coventry,Aston Villa,1,1,D,0.0,0.9285714285714286,2.0714285714285716,1.3333333333333333,0,2.0,1.2307692307692308,0.8461538461538461,1.4,0,11,5,1,14,1
146,2000/01,2000-11-25,Charlton,Sunderland,0,1,A,1.8,1.5,1.4285714285714286,1.3333333333333333,0,1.6,1.0,1.1428571428571428,1.4,0,11,5,2,12,38
147,2000/01,2000-11-26,Leeds,Arsenal,1,0,H,1.0,1.5384615384615385,1.4615384615384615,1.3333333333333333,0,2.0,1.6428571428571428,0.8571428571428571,1.4,0,11,6,0,22,0
