HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult
Sunderland,Swansea,D,0,0,D
Everton,West Brom,H,2,0,H
Norwich,Tottenham,D,1,0,H
Reading,Chelsea,D,0,1,A
Arsenal,Stoke,H,0,0,D
Everton,Aston Villa,D,1,2,A
Fulham,Man United,A,0,0,D
Newcastle,Chelsea,H,1,0,H
QPR,Norwich,D,0,0,D
Reading,Sunderland,H,1,1,D
West Ham,Swansea,H,0,0,D
Wigan,Southampton,D,1,0,H
Man City,Liverpool,D,1,1,D
West Brom,Tottenham,A,0,0,D
Norwich,Fulham,D,0,0,D
Southampton,Man City,H,2,1,H
Stoke,Reading,H,0,0,D
Swansea,QPR,H,2,0,H
Tottenham,Newcastle,H,1,1,D
Aston Villa,West Ham,H,0,0,D
Liverpool,Swansea,H,1,0,H
Norwich,Everton,H,0,1,A
Reading,Wigan,A,0,2,A
West Ham,Tottenham,A,1,1,D
Everton,Reading,H,1,0,H
Southampton,QPR,A,1,1,D
Sunderland,Fulham,D,1,2,A
Swansea,Newcastle,H,0,0,D
Wigan,Liverpool,A,0,3,A
Tottenham,Arsenal,H,2,0,H
Aston Villa,Man City,A,0,1,A
Norwich,Southampton,D,0,0,D
QPR,Sunderland,H,1,1,D
Reading,Aston Villa,A,1,2,A
West Brom,Swansea,H,1,1,D
Newcastle,Stoke,H,0,0,D
Aston Villa,QPR,H,1,1,D
Man United,Reading,H,1,0,H
Southampton,Liverpool,H,2,1,H
Swansea,Arsenal,A,0,0,D
Sunderland,Norwich,D,1,1,D
Tottenham,Fulham,A,0,0,D
Arsenal,Reading,H,1,0,H
Everton,Stoke,H,1,0,H
Southampton,Chelsea,H,2,1,H
Swansea,Tottenham,A,0,2,A
West Ham,West Brom,H,2,0,H
Wigan,Norwich,H,0,0,D
Aston Villa,Liverpool,A,1,0,H
Fulham,QPR,H,3,1,H
Norwich,Swansea,D,1,1,D
Reading,Southampton,A,0,1,A
Stoke,Aston Villa,A,0,1,A
West Brom,Arsenal,A,0,1,A
Chelsea,Sunderland,H,0,1,A
QPR,Wigan,D,0,0,D
Man United,Man City,A,0,0,D
Arsenal,Norwich,H,0,0,D
Everton,QPR,H,1,0,H
Reading,Liverpool,D,0,0,D
Southampton,West Ham,D,0,0,D
Newcastle,Sunderland,A,0,1,A
Arsenal,Everton,D,0,0,D
Fulham,Chelsea,A,0,2,A
West Ham,Man United,D,1,1,D
Norwich,Reading,H,0,0,D
QPR,Stoke,A,0,1,A
Swansea,Southampton,D,0,0,D
Liverpool,Chelsea,D,0,1,A
Tottenham,Man City,H,0,1,A
Newcastle,Liverpool,A,0,2,A
Southampton,West Brom,A,0,1,A
Arsenal,Man United,D,1,1,D
Reading,QPR,D,0,0,D
Norwich,Aston Villa,A,0,0,D
QPR,Arsenal,A,0,1,A
Swansea,Man City,D,0,0,D
West Ham,Newcastle,D,0,0,D
Man United,Chelsea,A,0,0,D
Sunderland,Stoke,D,0,1,A
Wigan,Swansea,A,1,0,H
Chelsea,Tottenham,D,2,1,H
Aston Villa,Chelsea,A,1,0,H
Man United,Swansea,H,1,0,H
Norwich,West Brom,H,1,0,H
QPR,Newcastle,A,1,2,A
Stoke,Tottenham,A,1,1,D
Arsenal,Wigan,H,1,1,D
Reading,Man City,A,0,1,A
Chelsea,Everton,H,1,1,D
Liverpool,QPR,H,1,0,H
Man City,Norwich,A,1,1,D
Southampton,Stoke,D,0,0,D
Swansea,Fulham,A,0,1,A
West Brom,Man United,D,1,3,A
West Ham,Reading,H,2,0,H
Wigan,Aston Villa,D,2,1,H
Arsenal,Aston Villa,A,1,1,D
Liverpool,Stoke,H,1,0,H
Norwich,Everton,D,0,0,D
Sunderland,Fulham,A,0,0,D
Swansea,Man United,A,0,2,A
West Brom,Southampton,A,0,0,D
West Ham,Cardiff,H,1,0,H
Chelsea,Hull,H,2,0,H
Crystal Palace,Tottenham,A,0,0,D
Everton,West Brom,D,0,0,D
Hull,Norwich,H,1,0,H
Southampton,Sunderland,D,0,1,A
Stoke,Crystal Palace,H,0,1,A
Cardiff,Man City,H,0,0,D
Man United,Chelsea,D,0,0,D
Cardiff,Everton,D,0,0,D
Crystal Palace,Sunderland,H,1,0,H
Man City,Hull,H,0,0,D
Norwich,Southampton,H,0,0,D
Liverpool,Man United,H,1,0,H
West Brom,Swansea,A,0,1,A
Aston Villa,Newcastle,A,0,1,A
Fulham,West Brom,D,1,0,H
Hull,Cardiff,D,1,0,H
Man United,Crystal Palace,H,1,0,H
Tottenham,Norwich,H,1,0,H
Swansea,Liverpool,D,1,2,A
Chelsea,Fulham,H,0,0,D
Liverpool,Southampton,A,0,0,D
Newcastle,Hull,A,2,1,H
Norwich,Aston Villa,A,0,1,A
Arsenal,Stoke,H,2,1,H
Cardiff,Tottenham,A,0,0,D
Crystal Palace,Swansea,A,0,1,A
Aston Villa,Man City,H,0,1,A
Fulham,Cardiff,A,1,1,D
Hull,West Ham,H,1,0,H
Man United,West Brom,A,0,0,D
Southampton,Crystal Palace,H,0,0,D
Stoke,Norwich,A,0,1,A
Everton,Newcastle,H,3,0,H
Cardiff,Newcastle,A,0,2,A
Fulham,Stoke,H,0,0,D
Hull,Aston Villa,D,0,0,D
Liverpool,Crystal Palace,H,3,0,H
Sunderland,Man United,A,1,0,H
Southampton,Swansea,H,1,0,H
Tottenham,West Ham,A,0,0,D
Arsenal,Norwich,H,1,0,H
Chelsea,Cardiff,H,1,1,D
Everton,Hull,H,1,1,D
Man United,Southampton,D,1,0,H
Newcastle,Liverpool,D,1,1,D
Swansea,Sunderland,H,0,0,D
Crystal Palace,Fulham,A,1,2,A
Aston Villa,Everton,A,0,0,D
Crystal Palace,Arsenal,A,0,0,D
Man United,Stoke,H,1,2,A
Norwich,Cardiff,D,0,0,D
Southampton,Fulham,H,2,0,H
Sunderland,Newcastle,H,1,0,H
Swansea,West Ham,D,0,0,D
Tottenham,Hull,H,0,0,D
Hull,Sunderland,H,1,0,H
Man City,Norwich,H,4,0,H
Stoke,Southampton,D,1,1,D
West Brom,Crystal Palace,H,1,0,H
West Ham,Aston Villa,D,0,0,D
Cardiff,Swansea,H,0,0,D
Aston Villa,Cardiff,H,0,0,D
Chelsea,West Brom,D,1,0,H
Crystal Palace,Everton,D,0,0,D
Liverpool,Fulham,H,3,0,H
Norwich,West Ham,H,0,1,A
Southampton,Hull,H,3,0,H
Swansea,Stoke,D,0,2,A
Tottenham,Newcastle,A,0,1,A
Everton,Liverpool,D,1,2,A
Fulham,Swansea,A,0,0,D
Hull,Crystal Palace,A,0,0,D
Newcastle,Norwich,H,2,0,H
Cardiff,Man United,D,1,2,A
Man City,Tottenham,H,3,0,H
West Brom,Aston Villa,D,2,0,H
Cardiff,Arsenal,A,0,1,A
Norwich,Crystal Palace,H,1,0,H
West Ham,Fulham,H,0,0,D
Chelsea,Southampton,H,0,1,A
Hull,Liverpool,H,1,1,D
Man City,Swansea,H,1,0,H
Tottenham,Man United,D,1,1,D
Crystal Palace,West Ham,H,1,0,H
Liverpool,Norwich,H,3,0,H
Man United,Everton,A,0,0,D
Southampton,Aston Villa,A,0,1,A
Stoke,Cardiff,D,0,0,D
Sunderland,Chelsea,A,1,2,A
Swansea,Newcastle,H,1,0,H
Crystal Palace,Cardiff,H,1,0,H
Man United,Newcastle,A,0,0,D
Southampton,Man City,D,1,1,D
Stoke,Chelsea,H,1,1,D
Fulham,Aston Villa,H,2,0,H
Swansea,Hull,D,0,1,A
Cardiff,West Brom,H,0,0,D
Chelsea,Crystal Palace,H,2,1,H
Hull,Stoke,D,0,0,D
Man City,Arsenal,H,2,1,H
West Ham,Sunderland,D,0,0,D
Aston Villa,Man United,A,0,2,A
Tottenham,Liverpool,A,0,2,A
Crystal Palace,Newcastle,A,0,2,A
Liverpool,Cardiff,H,3,0,H
Stoke,Aston Villa,H,0,0,D
Sunderland,Norwich,D,0,0,D
West Brom,Hull,D,0,1,A
Southampton,Tottenham,A,1,1,D
Aston Villa,Crystal Palace,A,0,0,D
Cardiff,Southampton,A,0,3,A
Chelsea,Swansea,H,1,0,H
Everton,Sunderland,A,0,1,A
Hull,Man United,A,2,2,D
Man City,Liverpool,H,2,1,H
Newcastle,Stoke,H,1,1,D
Norwich,Fulham,A,1,1,D
Aston Villa,Swansea,D,1,1,D
Cardiff,Sunderland,D,1,0,H
Hull,Fulham,H,0,0,D
Man City,Crystal Palace,H,0,0,D
Norwich,Man United,A,0,0,D
West Ham,West Brom,D,1,2,A
Everton,Southampton,H,1,0,H
Tottenham,Stoke,H,1,0,H
Arsenal,Cardiff,H,0,0,D
Fulham,West Ham,H,1,1,D
Liverpool,Hull,H,1,0,H
Man United,Tottenham,A,0,1,A
Swansea,Man City,A,1,1,D
West Brom,Newcastle,H,0,0,D
Cardiff,West Ham,A,0,1,A
Everton,Norwich,H,1,0,H
Fulham,Sunderland,A,0,2,A
Hull,Chelsea,A,0,0,D
Man United,Swansea,H,0,0,D
Southampton,West Brom,H,0,0,D
Tottenham,Crystal Palace,H,0,0,D
Stoke,Liverpool,A,2,2,D
Arsenal,Fulham,H,0,0,D
Crystal Palace,Stoke,H,0,0,D
Liverpool,Aston Villa,D,1,2,A
Man City,Cardiff,H,2,1,H
Norwich,Hull,H,0,0,D
Sunderland,Southampton,D,1,2,A
Chelsea,Man United,H,2,0,H
Swansea,Tottenham,A,0,1,A
West Brom,Everton,D,0,1,A
Crystal Palace,Hull,H,1,0,H
Liverpool,Everton,H,3,0,H
Man United,Cardiff,H,1,0,H
Southampton,Arsenal,D,1,0,H
Aston Villa,West Brom,H,3,3,D
Chelsea,West Ham,D,0,0,D
Tottenham,Man City,A,0,1,A
Cardiff,Norwich,H,0,1,A
Everton,Aston Villa,H,0,1,A
Fulham,Southampton,A,0,0,D
Hull,Tottenham,D,1,0,H
Newcastle,Sunderland,A,0,2,A
Stoke,Man United,H,1,0,H
West Ham,Swansea,H,2,0,H
Arsenal,Crystal Palace,H,0,0,D
West Brom,Liverpool,D,0,1,A
Aston Villa,West Ham,A,0,0,D
Liverpool,Arsenal,H,4,0,H
Norwich,Man City,D,0,0,D
Southampton,Stoke,D,2,2,D
Sunderland,Hull,A,0,1,A
Swansea,Cardiff,H,0,0,D
Man United,Fulham,D,0,1,A
Cardiff,Aston Villa,D,0,0,D
Hull,Southampton,A,0,0,D
West Brom,Chelsea,D,0,1,A
West Ham,Norwich,H,0,0,D
Newcastle,Tottenham,A,0,1,A
Stoke,Swansea,D,1,0,H
Cardiff,Hull,A,0,2,A
Crystal Palace,Man United,A,0,0,D
Man City,Stoke,H,0,0,D
West Brom,Fulham,D,0,1,A
West Ham,Southampton,H,2,1,H
Liverpool,Swansea,H,3,2,H
Norwich,Tottenham,H,0,0,D
Hull,Newcastle,A,0,2,A
Stoke,Arsenal,H,0,0,D
Aston Villa,Norwich,H,4,1,H
Swansea,Crystal Palace,D,1,0,H
Tottenham,Cardiff,H,1,0,H
Cardiff,Fulham,H,1,0,H
Crystal Palace,Southampton,A,0,1,A
Norwich,Stoke,D,0,0,D
Everton,Cardiff,H,0,0,D
Hull,Man City,A,0,1,A
Southampton,Norwich,H,1,0,H
Sunderland,Crystal Palace,D,0,0,D
Swansea,West Brom,A,1,0,H
Tottenham,Arsenal,A,0,1,A
Cardiff,Liverpool,A,2,2,D
Chelsea,Arsenal,H,4,0,H
Everton,Swansea,H,1,1,D
Hull,West Brom,H,2,0,H
Newcastle,Crystal Palace,H,0,0,D
Norwich,Sunderland,H,2,0,H
West Ham,Man United,A,0,2,A
Aston Villa,Stoke,A,1,3,A
Tottenham,Southampton,H,1,2,A
Arsenal,Swansea,D,0,1,A
Newcastle,Everton,A,0,1,A
Crystal Palace,Chelsea,H,0,0,D
Man United,Aston Villa,H,2,1,H
Stoke,Hull,H,0,0,D
Swansea,Norwich,H,2,0,H
West Brom,Cardiff,D,2,1,H
Fulham,Everton,A,0,0,D
Liverpool,Tottenham,H,2,0,H
Aston Villa,Fulham,A,0,0,D
Cardiff,Crystal Palace,A,0,1,A
Hull,Swansea,H,1,0,H
Man City,Southampton,H,3,1,H
Everton,Arsenal,H,2,0,H
West Ham,Liverpool,A,1,1,D
Crystal Palace,Aston Villa,H,0,0,D
Fulham,Norwich,H,1,0,H
Southampton,Cardiff,A,0,0,D
West Brom,Tottenham,D,3,1,H
Liverpool,Man City,H,2,0,H
Swansea,Chelsea,A,0,0,D
Everton,Crystal Palace,A,0,1,A
Man City,Sunderland,D,1,0,H
Cardiff,Stoke,D,0,1,A
Chelsea,Sunderland,A,1,1,D
Newcastle,Swansea,A,1,1,D
Tottenham,Fulham,H,1,1,D
West Ham,Crystal Palace,A,0,0,D
Everton,Man United,H,2,0,H
Hull,Arsenal,A,0,2,A
Man City,West Brom,H,3,1,H
Fulham,Hull,D,0,0,D
Southampton,Everton,H,2,0,H
Stoke,Tottenham,A,0,1,A
Swansea,Aston Villa,H,2,1,H
West Brom,West Ham,H,1,0,H
Crystal Palace,Man City,A,0,2,A
Sunderland,Cardiff,H,2,0,H
Aston Villa,Hull,H,3,1,H
Everton,Man City,A,1,2,A
Man United,Sunderland,A,0,1,A
Newcastle,Cardiff,H,1,0,H
Swansea,Southampton,A,0,0,D
West Ham,Tottenham,H,2,0,H
Chelsea,Norwich,D,0,0,D
Crystal Palace,Liverpool,D,0,1,A
Sunderland,West Brom,H,2,0,H
Cardiff,Chelsea,A,1,0,H
Fulham,Crystal Palace,D,0,1,A
Hull,Everton,A,0,1,A
Liverpool,Newcastle,H,0,1,A
Norwich,Arsenal,A,0,0,D
Southampton,Man United,D,1,0,H
Sunderland,Swansea,A,0,2,A
Tottenham,Aston Villa,H,3,0,H
Arsenal,Crystal Palace,H,1,1,D
Leicester,Everton,D,1,2,A
Man United,Swansea,A,0,1,A
QPR,Hull,A,0,0,D
Stoke,Aston Villa,A,0,0,D
West Brom,Sunderland,D,1,1,D
Burnley,Chelsea,A,1,3,A
Chelsea,Leicester,H,0,0,D
Crystal Palace,West Ham,A,0,2,A
Everton,Arsenal,D,2,0,H
Southampton,West Brom,D,0,0,D
Swansea,Burnley,H,1,0,H
Hull,Stoke,D,1,0,H
Sunderland,Man United,D,1,1,D
Tottenham,QPR,H,3,0,H
Burnley,Man United,D,0,0,D
Man City,Stoke,A,0,0,D
Newcastle,Crystal Palace,D,1,1,D
QPR,Sunderland,H,1,0,H
West Ham,Southampton,A,1,1,D
Leicester,Arsenal,D,1,1,D
Chelsea,Swansea,H,1,1,D
Crystal Palace,Burnley,D,0,0,D
Stoke,Leicester,A,0,0,D
Sunderland,Tottenham,D,1,1,D
West Brom,Everton,A,0,1,A
Man United,QPR,H,3,0,H
Hull,West Ham,D,1,0,H
Burnley,Sunderland,D,0,0,D
Newcastle,Hull,D,0,0,D
QPR,Stoke,D,1,1,D
West Ham,Liverpool,H,2,1,H
Everton,Crystal Palace,A,1,1,D
Leicester,Man United,H,1,2,A
Man City,Chelsea,D,0,0,D
Tottenham,West Brom,A,0,0,D
Crystal Palace,Leicester,H,0,0,D
Hull,Man City,A,2,2,D
Man United,West Ham,H,2,1,H
Southampton,QPR,H,0,0,D
West Brom,Burnley,H,2,0,H
Hull,Crystal Palace,H,0,0,D
Leicester,Burnley,D,2,1,H
Liverpool,West Brom,H,1,0,H
Sunderland,Stoke,H,2,1,H
Swansea,Newcastle,D,1,1,D
Tottenham,Southampton,H,1,0,H
West Ham,QPR,H,1,0,H
Arsenal,Hull,D,1,1,D
Burnley,West Ham,A,0,0,D
Man City,Tottenham,H,2,1,H
Southampton,Sunderland,H,3,0,H
QPR,Liverpool,A,0,0,D
Stoke,Swansea,H,1,1,D
West Brom,Man United,D,1,0,H
Liverpool,Hull,D,0,0,D
Southampton,Stoke,H,1,0,H
Swansea,Leicester,H,1,0,H
West Brom,Crystal Palace,D,0,2,A
Burnley,Everton,A,1,2,A
QPR,Aston Villa,H,1,0,H
Arsenal,Burnley,H,0,0,D
Chelsea,QPR,H,1,0,H
Hull,Southampton,A,0,1,A
Leicester,West Brom,A,0,0,D
Stoke,West Ham,D,1,0,H
Aston Villa,Tottenham,A,1,0,H
Man City,Man United,H,0,0,D
Crystal Palace,Sunderland,A,0,1,A
Burnley,Hull,H,0,0,D
Liverpool,Chelsea,A,1,1,D
Man United,Crystal Palace,H,0,0,D
QPR,Man City,D,1,1,D
Sunderland,Everton,D,0,0,D
Swansea,Arsenal,H,0,0,D
Tottenham,Stoke,A,0,2,A
West Brom,Newcastle,A,0,1,A
Arsenal,Man United,A,0,0,D
Leicester,Sunderland,D,0,0,D
Man City,Swansea,H,1,1,D
Stoke,Burnley,A,1,2,A
Crystal Palace,Liverpool,H,1,1,D
Hull,Tottenham,A,1,0,H
Aston Villa,Southampton,D,1,0,H
Burnley,Aston Villa,D,0,1,A
Man United,Hull,H,2,0,H
QPR,Leicester,H,2,1,H
Swansea,Crystal Palace,D,1,1,D
West Brom,Arsenal,A,0,0,D
Southampton,Man City,A,0,0,D
Burnley,Newcastle,D,1,0,H
Crystal Palace,Aston Villa,A,0,1,A
Leicester,Liverpool,A,1,1,D
Man United,Stoke,H,1,1,D
Swansea,QPR,H,0,0,D
West Brom,West Ham,A,1,2,A
Everton,Hull,D,1,0,H
Hull,West Brom,D,0,0,D
Man City,Everton,H,1,0,H
QPR,Burnley,H,0,0,D
Stoke,Arsenal,H,3,0,H
West Ham,Swansea,H,1,1,D
Burnley,Southampton,H,0,0,D
Chelsea,Hull,H,1,0,H
Crystal Palace,Stoke,D,1,1,D
Leicester,Man City,A,0,1,A
West Brom,Aston Villa,H,0,0,D
Man United,Liverpool,H,2,0,H
Everton,QPR,H,2,0,H
Hull,Swansea,A,0,1,A
QPR,West Brom,H,1,2,A
Southampton,Everton,H,1,0,H
Tottenham,Burnley,H,2,1,H
Liverpool,Arsenal,D,1,1,D
Newcastle,Sunderland,A,0,0,D
Arsenal,QPR,H,1,0,H
Leicester,Tottenham,A,0,1,A
Sunderland,Hull,A,1,1,D
Swansea,Aston Villa,H,1,0,H
West Brom,Man City,A,0,3,A
Hull,Leicester,A,0,1,A
Man City,Burnley,D,2,0,H
Newcastle,Everton,H,1,1,D
QPR,Crystal Palace,D,0,0,D
Southampton,Chelsea,D,1,1,D
Aston Villa,Crystal Palace,D,0,0,D
Hull,Everton,H,2,0,H
Liverpool,Leicester,D,2,0,H
Newcastle,Burnley,D,2,1,H
QPR,Swansea,D,1,0,H
Southampton,Arsenal,H,1,0,H
Stoke,Man United,D,1,1,D
Tottenham,Chelsea,H,3,1,H
Burnley,QPR,H,2,1,H
Leicester,Aston Villa,H,1,0,H
Swansea,West Ham,D,0,1,A
West Brom,Hull,H,0,0,D
Arsenal,Stoke,H,2,0,H
Man United,Southampton,A,0,0,D
Burnley,Crystal Palace,A,2,1,H
Leicester,Stoke,A,0,0,D
Newcastle,Southampton,A,1,1,D
QPR,Man United,A,0,0,D
Swansea,Chelsea,A,0,4,A
West Ham,Hull,H,0,0,D
Chelsea,Man City,D,1,1,D
Crystal Palace,Everton,A,0,1,A
Hull,Newcastle,A,0,1,A
Liverpool,West Ham,H,0,0,D
Man United,Leicester,H,3,0,H
Stoke,QPR,H,2,1,H
West Brom,Tottenham,A,0,2,A
Southampton,Swansea,A,0,0,D
Everton,Liverpool,D,0,0,D
Leicester,Crystal Palace,A,0,0,D
Man City,Hull,D,0,1,A
QPR,Southampton,A,0,0,D
Swansea,Sunderland,D,0,1,A
Tottenham,Arsenal,H,0,1,A
Burnley,West Brom,D,2,1,H
Newcastle,Stoke,D,0,0,D
West Ham,Man United,D,0,0,D
Hull,Aston Villa,H,1,0,H
Sunderland,QPR,A,0,2,A
Crystal Palace,Newcastle,D,0,1,A
Man United,Burnley,H,2,1,H
Stoke,Man City,A,1,1,D
West Brom,Swansea,H,0,0,D
Aston Villa,Stoke,A,1,1,D
Chelsea,Burnley,D,1,0,H
Crystal Palace,Arsenal,A,0,2,A
Hull,QPR,H,1,1,D
Man City,Newcastle,H,3,0,H
Sunderland,West Brom,D,0,0,D
Swansea,Man United,H,1,1,D
Everton,Leicester,D,0,0,D
Tottenham,West Ham,D,0,1,A
Burnley,Swansea,A,0,0,D
West Ham,Crystal Palace,A,0,1,A
Liverpool,Man City,H,1,1,D
Hull,Sunderland,D,1,0,H
Liverpool,Burnley,H,1,0,H
Man City,Leicester,H,1,0,H
QPR,Arsenal,A,0,0,D
Tottenham,Swansea,H,1,1,D
QPR,Tottenham,A,0,1,A
Burnley,Man City,H,0,0,D
Crystal Palace,QPR,H,3,0,H
Leicester,Hull,D,0,0,D
Sunderland,Aston Villa,A,0,4,A
West Brom,Stoke,H,1,0,H
Chelsea,Southampton,D,1,1,D
Man United,Tottenham,H,3,0,H
Swansea,Liverpool,A,0,0,D
Aston Villa,Swansea,A,0,0,D
Man City,West Brom,H,2,0,H
Southampton,Burnley,H,1,0,H
Stoke,Crystal Palace,A,1,2,A
Tottenham,Leicester,H,2,1,H
Hull,Chelsea,A,2,2,D
QPR,Everton,A,0,1,A
Arsenal,Liverpool,H,3,0,H
Chelsea,Stoke,H,1,1,D
Swansea,Hull,H,2,0,H
West Brom,QPR,A,0,3,A
Burnley,Tottenham,D,0,0,D
Crystal Palace,Man City,H,1,0,H
Aston Villa,QPR,D,2,1,H
Burnley,Arsenal,A,0,1,A
Southampton,Hull,H,0,0,D
Sunderland,Crystal Palace,A,0,0,D
Swansea,Everton,D,0,1,A
West Brom,Leicester,A,2,1,H
West Ham,Stoke,D,1,0,H
Man United,Man City,H,2,1,H
QPR,Chelsea,A,0,0,D
Crystal Palace,West Brom,A,0,1,A
Everton,Burnley,H,1,0,H
Leicester,Swansea,H,1,0,H
Stoke,Southampton,H,0,1,A
Man City,West Ham,H,2,0,H
Burnley,Leicester,A,0,0,D
Crystal Palace,Hull,A,0,0,D
QPR,West Ham,D,0,0,D
Southampton,Tottenham,D,1,1,D
Stoke,Sunderland,D,1,1,D
West Brom,Liverpool,D,0,0,D
Hull,Liverpool,H,1,0,H
Aston Villa,Everton,H,2,0,H
Leicester,Newcastle,H,2,0,H
Sunderland,Southampton,H,1,1,D
West Ham,Burnley,H,1,0,H
Chelsea,Crystal Palace,H,1,0,H
Hull,Arsenal,A,0,3,A
Crystal Palace,Man United,A,0,1,A
Everton,Sunderland,A,0,0,D
Hull,Burnley,A,0,0,D
Leicester,Southampton,H,2,0,H
Newcastle,West Brom,D,1,1,D
Chelsea,Liverpool,D,1,1,D
Man City,QPR,H,2,0,H
Burnley,Stoke,D,0,0,D
Liverpool,Crystal Palace,A,1,1,D
QPR,Newcastle,H,0,1,A
Southampton,Aston Villa,H,5,1,H
Man United,Arsenal,D,1,0,H
Swansea,Man City,A,1,2,A
West Brom,Chelsea,H,1,0,H
Arsenal,West Brom,H,4,0,H
Aston Villa,Burnley,A,0,1,A
Chelsea,Sunderland,H,1,1,D
Crystal Palace,Swansea,H,0,0,D
Hull,Man United,D,0,0,D
Leicester,QPR,H,2,0,H
Stoke,Liverpool,H,5,0,H
Bournemouth,Aston Villa,A,0,0,D
Chelsea,Swansea,D,2,1,H
Everton,Watford,D,0,1,A
Leicester,Sunderland,H,3,0,H
Norwich,Crystal Palace,A,0,1,A
Newcastle,Southampton,D,1,1,D
Stoke,Liverpool,A,0,0,D
Southampton,Everton,A,0,2,A
Sunderland,Norwich,A,0,2,A
Tottenham,Stoke,D,2,0,H
Watford,West Brom,D,0,0,D
West Ham,Leicester,A,0,2,A
Crystal Palace,Arsenal,A,1,1,D
Liverpool,Bournemouth,H,1,0,H
Leicester,Tottenham,D,0,0,D
Norwich,Stoke,D,1,1,D
Sunderland,Swansea,D,0,1,A
West Ham,Bournemouth,A,0,2,A
Everton,Man City,A,0,0,D
Watford,Southampton,D,0,0,D
Aston Villa,Sunderland,D,2,1,H
Bournemouth,Leicester,D,1,0,H
Chelsea,Crystal Palace,A,0,0,D
Liverpool,West Ham,A,0,2,A
Man City,Watford,H,0,0,D
Tottenham,Everton,D,0,0,D
Swansea,Man United,H,0,0,D
Everton,Chelsea,H,2,1,H
Norwich,Bournemouth,H,1,0,H
Watford,Swansea,H,0,0,D
Leicester,Aston Villa,H,0,1,A
Sunderland,Tottenham,A,0,0,D
Aston Villa,West Brom,A,0,1,A
Bournemouth,Sunderland,H,2,0,H
Man City,West Ham,A,1,2,A
Newcastle,Watford,A,0,2,A
Stoke,Leicester,D,2,0,H
Swansea,Everton,D,0,0,D
Liverpool,Norwich,D,0,0,D
Leicester,Arsenal,A,1,2,A
Newcastle,Chelsea,D,1,0,H
Stoke,Bournemouth,H,1,0,H
West Ham,Norwich,D,1,1,D
Watford,Crystal Palace,A,0,0,D
West Brom,Everton,A,1,0,H
Aston Villa,Stoke,A,0,0,D
Bournemouth,Watford,D,1,1,D
Chelsea,Southampton,A,1,1,D
Crystal Palace,West Brom,H,0,0,D
Norwich,Leicester,A,0,1,A
Sunderland,West Ham,D,2,1,H
Arsenal,Man United,H,3,0,H
Everton,Liverpool,D,1,1,D
Swansea,Tottenham,D,2,1,H
Crystal Palace,West Ham,A,1,1,D
Everton,Man United,A,0,2,A
Man City,Bournemouth,H,4,1,H
Southampton,Leicester,D,2,0,H
Watford,Arsenal,A,0,0,D
Newcastle,Norwich,H,3,2,H
Swansea,Stoke,A,0,1,A
Arsenal,Everton,H,2,1,H
Leicester,Crystal Palace,H,0,0,D
Norwich,West Brom,A,0,0,D
Stoke,Watford,A,0,1,A
West Ham,Chelsea,H,1,0,H
Bournemouth,Tottenham,A,1,3,A
Liverpool,Southampton,D,0,0,D
Chelsea,Liverpool,A,1,1,D
Man City,Norwich,H,0,0,D
Watford,West Ham,H,1,0,H
West Brom,Leicester,A,1,0,H
Everton,Sunderland,H,2,1,H
Southampton,Bournemouth,H,2,0,H
Bournemouth,Newcastle,A,0,1,A
Leicester,Watford,H,0,0,D
Norwich,Swansea,H,0,0,D
Stoke,Chelsea,H,0,0,D
Arsenal,Tottenham,D,0,1,A
Chelsea,Norwich,H,0,0,D
Man City,Liverpool,A,1,3,A
Newcastle,Leicester,A,0,1,A
Southampton,Stoke,A,0,1,A
Swansea,Bournemouth,D,2,2,D
Watford,Man United,A,0,1,A
West Brom,Arsenal,H,2,1,H
Crystal Palace,Sunderland,A,0,0,D
Aston Villa,Watford,A,1,1,D
Bournemouth,Everton,D,0,2,A
Crystal Palace,Newcastle,H,3,1,H
Leicester,Man United,D,1,1,D
Liverpool,Swansea,H,0,0,D
Norwich,Arsenal,D,1,1,D
West Ham,West Brom,D,1,0,H
Chelsea,Bournemouth,A,0,0,D
Man United,West Ham,D,0,0,D
Southampton,Aston Villa,D,0,1,A
Stoke,Man City,H,2,0,H
Swansea,Leicester,A,0,2,A
Watford,Norwich,H,1,0,H
Everton,Crystal Palace,D,0,0,D
Bournemouth,Man United,H,1,1,D
Crystal Palace,Southampton,H,1,0,H
Norwich,Everton,D,0,1,A
Sunderland,Watford,A,0,1,A
West Ham,Stoke,D,0,0,D
Liverpool,West Brom,D,1,1,D
Chelsea,Sunderland,H,2,0,H
Everton,Leicester,A,1,1,D
Man United,Norwich,A,0,1,A
Stoke,Crystal Palace,A,0,1,A
West Brom,Bournemouth,A,0,0,D
Watford,Liverpool,H,2,0,H
Arsenal,Man City,H,2,0,H
Aston Villa,West Ham,D,0,1,A
Bournemouth,Crystal Palace,D,0,0,D
Chelsea,Watford,D,1,1,D
Man City,Sunderland,H,3,0,H
Stoke,Man United,H,2,0,H
Swansea,West Brom,H,1,0,H
Tottenham,Norwich,H,2,0,H
Arsenal,Bournemouth,H,1,0,H
Crystal Palace,Swansea,D,0,0,D
Everton,Stoke,A,1,2,A
Norwich,Aston Villa,H,1,0,H
Watford,Tottenham,A,1,1,D
